family,group,module,metric_name,zone,side,views,source_spaces,scope,status,catalog_role,function_template,notes
F6,curvature_normals,curvature_normals.py,brow_ridge_L_normal_discontinuity_p95,brow,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_L_edge_cliff_index,brow,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_R_normal_variance,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_R_normal_gradient_proxy,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_R_depth_curvature_proxy,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_R_laplacian_curvature_proxy,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_R_mean_curvature_H_mean,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_R_mean_curvature_H_p95,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_R_gaussian_curvature_K_mean,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_R_gaussian_curvature_K_p95,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_R_principal_k1_mean,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_R_principal_k2_mean,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_R_normal_discontinuity_p95,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,brow_ridge_R_edge_cliff_index,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,nose_bridge_tip_normal_variance,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,nose_bridge_tip_normal_gradient_proxy,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,nose_bridge_tip_depth_curvature_proxy,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,nose_bridge_tip_laplacian_curvature_proxy,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,nose_bridge_tip_mean_curvature_H_mean,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,nose_bridge_tip_mean_curvature_H_p95,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,nose_bridge_tip_gaussian_curvature_K_mean,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,nose_bridge_tip_gaussian_curvature_K_p95,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,nose_bridge_tip_principal_k1_mean,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,nose_bridge_tip_principal_k2_mean,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,nose_bridge_tip_normal_discontinuity_p95,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,nose_bridge_tip_edge_cliff_index,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_L_normal_variance,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_L_normal_gradient_proxy,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_L_depth_curvature_proxy,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_L_laplacian_curvature_proxy,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_L_mean_curvature_H_mean,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_L_mean_curvature_H_p95,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_L_gaussian_curvature_K_mean,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_L_gaussian_curvature_K_p95,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_L_principal_k1_mean,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_L_principal_k2_mean,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_L_normal_discontinuity_p95,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_L_edge_cliff_index,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_R_normal_variance,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_R_normal_gradient_proxy,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_R_depth_curvature_proxy,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_R_laplacian_curvature_proxy,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_R_mean_curvature_H_mean,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_R_mean_curvature_H_p95,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_R_gaussian_curvature_K_mean,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_R_gaussian_curvature_K_p95,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_R_principal_k1_mean,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_R_principal_k2_mean,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_R_normal_discontinuity_p95,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,cheekbone_R_edge_cliff_index,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_L_normal_variance,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_L_normal_gradient_proxy,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_L_depth_curvature_proxy,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_L_laplacian_curvature_proxy,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_L_mean_curvature_H_mean,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_L_mean_curvature_H_p95,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_L_gaussian_curvature_K_mean,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_L_gaussian_curvature_K_p95,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_L_principal_k1_mean,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_L_principal_k2_mean,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_L_normal_discontinuity_p95,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_L_edge_cliff_index,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_R_normal_variance,temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_R_normal_gradient_proxy,temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_R_mean_curvature_H_mean,temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_R_mean_curvature_H_p95,temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_R_gaussian_curvature_K_mean,temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_R_gaussian_curvature_K_p95,temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_R_principal_k1_mean,temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_R_principal_k2_mean,temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_R_normal_discontinuity_p95,temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,temporal_R_edge_cliff_index,temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_L_normal_variance,jaw_chin,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_L_normal_gradient_proxy,jaw_chin,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_L_depth_curvature_proxy,jaw_chin,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_L_laplacian_curvature_proxy,jaw_chin,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_L_mean_curvature_H_mean,jaw_chin,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_L_mean_curvature_H_p95,jaw_chin,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_L_gaussian_curvature_K_mean,jaw_chin,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_L_gaussian_curvature_K_p95,jaw_chin,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_L_principal_k1_mean,jaw_chin,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_L_principal_k2_mean,jaw_chin,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_L_normal_discontinuity_p95,jaw_chin,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_L_edge_cliff_index,jaw_chin,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_R_normal_variance,jaw_chin,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_R_normal_gradient_proxy,jaw_chin,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_R_depth_curvature_proxy,jaw_chin,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_R_laplacian_curvature_proxy,jaw_chin,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_R_mean_curvature_H_mean,jaw_chin,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_R_mean_curvature_H_p95,jaw_chin,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_R_gaussian_curvature_K_mean,jaw_chin,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_R_gaussian_curvature_K_p95,jaw_chin,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_R_principal_k1_mean,jaw_chin,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_R_principal_k2_mean,jaw_chin,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_R_normal_discontinuity_p95,jaw_chin,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,jaw_R_edge_cliff_index,jaw_chin,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,chin_normal_variance,jaw_chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,chin_normal_gradient_proxy,jaw_chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,chin_depth_curvature_proxy,jaw_chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,chin_laplacian_curvature_proxy,jaw_chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,chin_mean_curvature_H_mean,jaw_chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,chin_mean_curvature_H_p95,jaw_chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,chin_gaussian_curvature_K_mean,jaw_chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,chin_gaussian_curvature_K_p95,jaw_chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,chin_principal_k1_mean,jaw_chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,chin_principal_k2_mean,jaw_chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,chin_normal_discontinuity_p95,jaw_chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,chin_edge_cliff_index,jaw_chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,forehead_normal_variance,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,forehead_normal_gradient_proxy,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,forehead_depth_curvature_proxy,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,forehead_laplacian_curvature_proxy,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,partial,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,forehead_mean_curvature_H_mean,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,forehead_mean_curvature_H_p95,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,forehead_gaussian_curvature_K_mean,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,forehead_gaussian_curvature_K_p95,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,forehead_principal_k1_mean,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,forehead_principal_k2_mean,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
F6,curvature_normals,curvature_normals.py,forehead_normal_discontinuity_p95,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,curvature_normal_metric,
